1,14,25,OPG MM_Guidance_L_SK_PS_1kr_v2
1,14,26,OPG MM_Insider Trade_L_MK_PS_1.5kr_v2
1,14,27,OPG MM_Buyback_L_QG_PS_1.5kr_v3
1,14,28,OPG MM_Arb Nat Gas_L_MK_PS_1.1kr
1,14,29,OPG MM_Syndicate Combo_L_QG_PS_1.5kr_v3
1,14,30,OPG MM_Arb Nat Gas_L_MK_PS_1.5kr
1,14,31,OPG MR_Ratings_L_QG_PS_1kr_v2
1,14,32,OPG MM_Top Reco_L_MK_PS_1.5kr_v2
1,14,33,OPG MM_Syndicate Combo_L_QG_PS_1.5kr_v2
1,14,34,OPG MM_Buyback_L_QG_PS_1.5kr_v2
1,14,35,OPG MM_Secondary Priced BC_L_SK_PS_1.5kr_v3
1,14,36,OPG MM_Secondary Priced v2_L_RG_PS_1.5kr_v7
1,14,37,OPG MM_Buyback_L_QG_PS_0.75kr_v5
1,14,38,OPG MM_Secondary Priced v2_L_RG_PS_1.5kr_v6
1,14,39,OPG MM_Secondary Priced BC_L_SK_PS_1.5kr_v2
1,14,40,OPG MR_Ratings_L_QG_PS_1kr
1,14,41,OPG MM_Buyback_L_QG_PS_1.5kr
1,14,42,OPG MM_Top Reco_L_MK_PS_1.5kr
1,14,43,OPG MM_Syndicate Combo_L_QG_PS_0.25kr
1,14,44,OPG MM_Earnings OE_L_ND_PS_1.5kr
1,14,45,OPG MM_Guidance_L_SK_PS_1kr
1,14,46,OPG MM_Top Reco_L_MK_PS_0.5kr
1,14,47,OPG MM_Insider Trade_L_MK_PS_1.5kr
1,14,48,OPG MM_IPO Day1 Priced Above_L_MK_PS_3k_v2
1,14,49,OPG MM_IPO Day1 Priced Above_L_MK_PS_2k_v2
1,14,50,OPG MM_Earnings OE_L_ND_PS_0.5kr
1,14,51,OPG MM_Secondary Priced BC_L_SK_PS_1.5kr
1,14,52,OPG MM_Arb Nat Gas_L_MK_PS_1.375kr_v2
1,14,53,OPG MM_Insider Trade_L_MK_PS_0.5kr_v2
1,14,54,OPG MM_Reco Fav Analysts_L_0.75kr_v4
1,14,55,OPG MM_Guidance_L_SK_PS_0.5kr_ps_1
1,14,56,OPG MM_Secondary Priced BC_L_SK_PS_0.5kr_ps_2
1,14,57,OPG MM_Secondary Priced v2_L_RG_PS_0.5kr_ps_2
1,14,58,OPG MR_Ratings_L_QG_PS_0.5kr_ps_2
1,14,59,OPG MM_Insider Trade_L_MK_PS_0.5kr_ps_2
1,14,60,OPG MM_Reco Fav Analysts_L_0.5kr_ps_1
1,14,61,OPG MM_Reco Fav Analysts_L_0.75kr_v3
1,14,62,OPG MM_Buyback_L_QG_PS_0.75kr_v4
1,14,63,OPG MM_Insider Trade_L_MK_PS_0.5kr
1,14,64,OPG MR_Ratings_L_QG_PS_0.75kr_v1.1
1,14,65,OPG MM_Earnings_L_ND_PS_1kr
1,14,66,OPG MR_OPEX Weekly_L_MK_PS_0.25kr
1,14,67,OPG MM_Buyback_L_QG_PS_0.75kr_v3
1,14,68,OPG MM_Reco Fav Analysts_L_0.75kr_v2
1,14,69,OPG MR_Earnings Gapping_L_QG_PS_0.75kr
1,14,70,OPG MM_Earnings_L_ND_PS_0.5kr
1,14,71,OPG MR_Earnings Gapping_L_QG_PS_0.5kr
1,14,72,OPG MM_IPO Day1 Priced Above_L_MK_PS_2k
1,14,73,OPG MR_Earnings Gapping_L_RG_PS_0.5kr
1,14,74,OPG MM_Buyback_L_QG_PS_0.5kr_v3
1,14,75,OPG MM_Reco Fav Analysts_L_0.5kr_v2
1,14,76,OPG MR_Ratings_L_QG_PS_0.5kr_v1.1
1,14,77,OPG MM_Buyback_L_QG_PS_0.5kr_v2
1,14,78,OPG MM_Buyback_L_QG_PS_0.5kr
1,14,79,OPG MM_Reco Fav Analysts_L_0.5kr
1,14,80,OPG MM_Arb Nat Gas_L_MK_PS_1.375kr
1,14,81,OPG MM_Earnings V7_L_ND_PS_1kr_temp_v2
1,14,82,OPG MR_Ratings_L_QG_PS_0.5kr
1,14,83,OPG MM_Secondary Priced BC_L_SK_PS_0.5kr
1,14,84,OPG MM_Arb Nat Gas_L_MK_PS_1kr_v5
1,14,85,OPG MM_Secondary Priced v2_L_RG_PS_1.5kr_temp
1,14,86,OPG MR_Ratings v3.3_L_WW_PS_0.5kr_temp
1,14,87,OPG MR_Earnings Gapping_L_RG_PS_0.5kr_temp
1,14,88,OPG MM_Earnings V7_L_ND_PS_1kr_temp
1,14,89,OPG MR_Earnings Standing_L_BK_PS_0.5kr_temp
1,14,90,OPG MR_Earnings_L_MK_PS_0.5kr_temp
1,15,1,OPG MM_Mgmt Change_S_MK_PS_0.5kr
1,15,2,OPG MM_Index Change_S_MK_PS_0.5kr
1,15,3,OPG MR_Ratings_S_QG_PS_1kr_v9
1,15,4,OPG MR_Earnings_S_SK_PS_1kr_NSDQ
1,15,5,OPG MR_Earnings_S_SK_PS_1kr_NYSE
1,15,6,OPG MM_Earnings Roll_S_SK_PS_1kr_NSDQ
1,15,7,OPG MM_Earnings Roll_S_SK_PS_1kr_NYSE
1,15,8,OPG MR_Earnings_S_SK_PS_0.8kr_NYSE
1,15,9,OPG MR_Earnings_S_SK_PS_0.8kr_NSDQ
1,15,10,OPG MM_Earnings Day2_SK_PS_2kr
1,15,11,OPG MM_Earnings Imbalance_S_MK_PS_0.8kr
1,15,12,OPG MM_Earnings_S_SK_PS_0.85kr
1,15,13,OPG MM_Earnings Imbalance_S_MK_PS_0.5kr
1,15,14,OPG MM_Earnings Day2_SK_PS_0.5kr
1,15,15,OPG MM_Earnings Roll_S_SK_PS_0.5kr
1,15,16,OPG MM_Earnings_S_SK_PS_0.5kr_v3
1,15,17,OPG MM_Arb Nat Gas_S_MK_PS_1.5kr_v2
1,15,18,OPG MM_Ratings Downgrade_S_SK_PS_1.5kr_v3
1,15,19,OPG MR_Initiation_S_ND_PS_1.5kr_v3
1,15,20,OPG MR_FDA Roll_S_SK_PS_0.25kr
1,15,21,OPG MR_Initiation_S_ND_PS_1.25kr_v2
1,15,22,OPG MM_Arb Nat Gas_S_MK_PS_2kr
1,15,23,OPG MR_Ratings_S_QG_PS_1.25kr_v8
1,15,24,OPG MM_Ratings Downgrade_S_SK_PS_1.5kr_v2
1,15,25,OPG MM_Guidance_S_SK_PS_1kr_v2
1,15,26,OPG MR_Ratings_S_QG_PS_1.25kr_v7
1,15,27,OPG MM_MNA All Stock_S_MK_PS_1kr
1,15,28,OPG MM_MNA All Stock_S_MK_PS_0.25kr
1,15,29,OPG MM_Guidance_S_SK_PS_1kr
1,15,30,OPG MR_Initiation_S_ND_PS_1.25kr
1,15,31,OPG MM_Ratings Downgrade_S_SK_PS_1.5kr
1,15,32,OPG MM_Earnings OE_S_ND_PS_0.5kr
1,15,33,OPG MM_Guidance_S_SK_PS_1kr_v5
1,15,34,OPG MM_Ratings Downgrade_S_SK_PS_1kr_v4
1,15,35,OPG MM_Arb Nat Gas_S_MK_PS_1.375kr_v2
1,15,36,OPG MR_Initiation_S_ND_PS_0.5kr
1,15,37,OPG MM_Guidance_S_SK_PS_0.5kr_v4_ps_1
1,15,38,OPG MM_Ratings Downgrade_S_SK_PS_0.5kr_v3_ps_1
1,15,39,OPG MR_Ratings_S_QG_PS_0.5kr_v6_ps_2
1,15,40,OPG MR_Initiation_S_ND_PS_0.5kr_2_ps_2
1,15,41,OPG MR_OPEX Weekly_S_MK_PS_0.25kr
1,15,42,OPG MM_Guidance_S_SK_PS_0.5kr_v4_ps_1
1,15,43,OPG MR_Initiation_S_ND
1,15,44,OPG MM_Ratings Downgrade_S_SK_PS_1kr_v3
1,15,45,OPG MM_Guidance_S_SK_PS_1kr_v4
1,15,46,OPG MM_Earnings_S_SK_PS_1.375kr_v2
1,15,47,OPG MM_Earnings Rollover_S_SK_PS_1.25kr
1,15,48,OPG MR_Earnings Gapping_S_SK_PS_1kr_v2
1,15,49,OPG MR_Ratings_S_QG_PS_1kr_v6
1,15,50,OPG MM_Earnings_S_SK_PS_0.5kr_v2
1,15,51,OPG MM_Earnings Rollover_S_SK_PS_0.5kr
1,15,52,OPG MR_Earnings Gapping_S_SK_PS_0.5kr_v2
1,15,53,OPG MM_Ratings Downgrade_S_SK_PS_0.75kr_v3
1,15,54,OPG MM_Guidance_S_SK_PS_0.75kr_v4
1,15,55,OPG MM_Earnings_S_SK_PS_0.5kr
1,15,56,OPG MR_Earnings Gapping_S_SK_PS_0.5kr
1,15,57,OPG MR_Ratings_S_QG_PS_0.75kr_v6
1,15,58,OPG MM_Ratings Downgrade_S_SK_PS_0.75kr_v3
1,15,59,OPG MM_Guidance_S_SK_PS_0.75kr_v3
1,15,60,OPG MR_Ratings_S_QG_PS_0.75kr_v5.1
1,15,61,OPG MM_Ratings Downgrade_S_SK_PS_0.75kr_v2
1,15,62,OPG MM_Guidance_S_SK_PS_0.75kr_v2
1,15,63,OPG MM_Guidance_S_SK_PS_0.75kr
1,15,64,OPG MM_Ratings Downgrade_S_SK_PS_0.75kr
1,15,65,OPG MR_Ratings_S_QG_PS_0.5kr_v5.1
1,15,66,OPG MM_Arb Nat Gas_S_MK_PS_1.375kr
1,15,67,OPG MM_Ratings Downgrade_S_SK_PS_0.5kr
1,15,68,OPG MM_Guidance_S_SK_PS_0.5kr
1,15,69,OPG MM_Arb Nat Gas_S_MK_PS_1kr_v5
1,15,70,OPG MR_Ratings_S_QG_PS_0.5kr_v5
1,15,71,OPG MR_General News MM_S_SK_PS_1.5kr_temp_v2
1,15,72,OPG MR_General News MM_S_SK_PS_1.5kr_temp
1,15,73,OPG MR_Ratings_S_QG_PS_0.5kr_temp
1,15,74,OPG MM_Earnings_S_QG_PS_1.5kr_temp
1,15,75,OPG MR_Earnings Standing_S_CZ_PS_0.5kr_temp
1,15,76,OPG MR_Earnings ESPR_S_BK_PS_0.5kr_temp
